,title#,company_profile#,description#,requirements#,benefits#
0,1.745108903468556,-1.1022193077945477,-0.17697970388086345,-0.5947591581473257,-0.6237791570175215
1,-0.40232325679694564,-1.0077497045200074,-0.9443125085933765,-0.7462415337015997,-0.5663096314172957
2,2.4609196235570567,0.13301531615368747,0.9081032490385933,2.307578696887224,-0.5179142414381582
3,-0.04441789675269539,0.13479776149849013,1.1807824542374599,0.34153084394877264,-0.040009765394175736
4,-0.11599896876154545,-1.1022193077945477,-0.9183967163637321,0.41566051709235363,-0.5481613601751192
5,-0.9749718328677461,0.1918360125321749,0.4720418754354471,-0.21766473389519658,2.1045109530563533
6,-1.1181339768854461,-0.6530430809042804,-1.2012168837394162,2.115808455494047,-0.6237791570175215
7,-0.3307421847880956,-0.49618789056164736,-0.606280436032798,1.9208151848337578,0.9490710173044464
8,-0.6170664728234958,0.8762950249363918,0.6703540246709865,-0.2901828924052214,1.5509886801699686
9,-0.11599896876154545,0.11697330805046365,0.06414984121234915,0.1948830122951669,-0.6237791570175215
10,-0.3307421847880956,-1.1022193077945477,-0.6524781526160771,-0.9557384360638937,-0.6237791570175215
11,2.2461764075305064,-0.5710505950433586,-0.5059975878398265,-0.7446300190680437,-0.4301975971009716
12,-0.3307421847880956,-1.1022193077945477,-0.403461192496451,0.040177607473780595,-0.6237791570175215
13,2.3893385515482066,-1.1022193077945477,0.06978370908835879,-0.9557384360638937,-0.6237791570175215
14,0.027163175256154665,-1.1022193077945477,-0.8406493396747992,-0.11936234124827402,0.22314016761738426
15,3.033568199627857,0.37542788304684765,-0.5319133800694709,-0.8429324117149662,-0.5723590551646879
16,0.09874424726500472,-1.1022193077945477,3.497428924852624,-0.614097333749999,-0.6237791570175215
17,-0.5454854008146458,-0.695821769179544,-0.5510685308479036,-0.9557384360638937,-0.6237791570175215
18,0.3850685353004049,-1.1022193077945477,-0.6040268888823942,-0.6108743044828868,-0.37272807150074583
19,0.5282306793181051,0.07419461977520009,-0.5240259650430573,2.6782270626051283,0.29875796445978653
