,company_profile#
0,-1.1022193077945477
1,-1.0077497045200074
2,0.13301531615368747
3,0.13479776149849013
4,-1.1022193077945477
5,0.1918360125321749
6,-0.6530430809042804
7,-0.49618789056164736
8,0.8762950249363918
9,0.11697330805046365
10,-1.1022193077945477
11,-0.5710505950433586
12,-1.1022193077945477
13,-1.1022193077945477
14,-1.1022193077945477
15,0.37542788304684765
16,-1.1022193077945477
17,-0.695821769179544
18,-1.1022193077945477
19,0.07419461977520009
20,0.9048141504532342
21,0.17579400442895105
22,-0.1646530564283548
23,-1.1022193077945477
24,3.6676044348973393
25,0.6053633325263893
26,0.4413783608045456
27,0.0011143606382915078
28,-1.1022193077945477
29,-1.1022193077945477
30,-0.6815622064211228
31,-0.467668765044805
32,0.1597519963257272
33,-1.1022193077945477
34,0.9529401747629057
35,-0.863371631590993
36,0.09736640925763451
37,0.2845231704619126
38,0.7550887414898118
39,-1.1022193077945477
40,-0.08622546125703826
41,-0.7813791457300711
42,0.769348304248233
43,0.19718334856658282
44,-1.1022193077945477
45,0.2292673647730305
46,0.7247871706281667
47,-1.1022193077945477
48,-1.1022193077945477
49,-0.6013521659050036
50,-1.1022193077945477
51,0.4805921583902039
52,0.11697330805046365
53,-1.1022193077945477
54,-1.1022193077945477
55,1.9012010981979148
56,0.37542788304684765
57,0.7729131949378382
58,-0.695821769179544
59,0.41642412597730855
60,-0.366069380391054
61,-0.3304204734950011
62,0.7800429763170488
63,-0.1468286029803283
64,-0.695821769179544
65,-0.695821769179544
66,-0.695821769179544
67,-0.027404764878550866
68,-0.14504615763552564
69,-0.3785464978046726
70,0.4021645632188874
71,0.1597519963257272
72,-0.08622546125703826
73,-0.025622319533748217
74,0.14905732425691132
75,3.6676044348973393
76,-0.49262299987204206
77,0.37542788304684765
78,-1.0077497045200074
79,0.09558396391283187
80,2.8298551228400943
81,1.2113947497592896
82,0.5946686604575734
83,-0.269817331771711
84,0.22035513804901724
85,0.37542788304684765
86,2.8298551228400943
87,-0.29298912125414545
88,-0.17534772849717067
89,-0.11474458677388064
90,-1.1022193077945477
91,0.24352692753145166
92,-1.0077497045200074
93,1.660570976649557
94,-1.0077497045200074
95,0.3219545227027682
96,-0.27694711315092163
97,1.022455543210209
98,-1.1022193077945477
99,2.999187430596346
100,-1.1022193077945477
101,0.13479776149849013
102,-0.6833446517659254
103,-0.695821769179544
104,-1.0077497045200074
105,1.9421973411283757
106,-1.1022193077945477
107,-0.2733822224613163
108,-1.1022193077945477
109,-0.4908405545272394
110,0.13123287080888482
111,-0.1539583843595389
112,-0.401718287287107
113,0.46455015028698005
114,-0.20030196332440775
115,-1.1022193077945477
116,-1.1022193077945477
117,1.585708272167846
118,-1.1022193077945477
119,-0.695821769179544
120,-0.8972380931422432
121,-0.5264894614232923
122,0.7051802718353376
123,-0.9614061255551386
124,0.1597519963257272
125,-1.1022193077945477
126,-1.1022193077945477
127,-1.0077497045200074
128,0.42355390735651915
129,-0.06840100780901177
130,-0.027404764878550866
131,1.890506426129099
132,0.4538554782181642
133,-0.4177602953903308
134,-0.503317671940858
135,0.5215884013206648
136,-0.6940393238347413
137,-0.695821769179544
138,0.42711879804612446
139,0.37542788304684765
140,-0.5086650079752659
141,-1.0077497045200074
142,-0.49262299987204206
143,0.42711879804612446
144,-0.1468286029803283
145,-1.0077497045200074
146,1.4662844340660683
147,-1.1022193077945477
148,-1.1022193077945477
149,0.05815261167197625
150,0.09558396391283187
151,-0.9435816721071121
152,1.7996017135441635
153,-1.1022193077945477
154,2.1204418756086407
155,0.35938587494362384
156,-1.1022193077945477
157,-1.1022193077945477
158,0.145492433567306
159,-1.1022193077945477
160,-0.1949546272899998
161,-1.1022193077945477
162,-0.6815622064211228
163,0.4467256968389536
164,0.05815261167197625
165,0.11697330805046365
166,1.4662844340660683
167,-1.1022193077945477
168,-0.10761480539467004
169,3.6676044348973393
170,-0.6869095424555307
171,0.7247871706281667
172,-1.1022193077945477
173,-1.0077497045200074
174,-0.40350073263190966
175,-0.10761480539467004
176,-1.1022193077945477
177,-1.1022193077945477
178,0.9172912678668528
179,0.13658020684329278
180,-1.1022193077945477
181,-0.695821769179544
182,-0.08622546125703826
183,-0.40350073263190966
184,2.141831219746272
185,-1.1022193077945477
186,1.4502424259628446
187,0.8103445471786939
188,0.9992837537277746
189,1.5910556082022538
190,1.6730480940631756
191,0.3094774052891497
192,-1.1022193077945477
193,0.5091112839070463
194,-1.1022193077945477
195,-0.9614061255551386
196,0.04924038494796301
197,1.3504254866538963
198,0.0011143606382915078
199,-1.1022193077945477
200,-1.1022193077945477
201,-0.3625044897014487
202,-1.1022193077945477
203,-1.0077497045200074
204,1.2933872356202114
205,-1.1022193077945477
206,-1.1022193077945477
207,3.6676044348973393
208,0.09558396391283187
209,2.578530329222921
210,-1.1022193077945477
211,-1.0077497045200074
212,1.6730480940631756
213,-1.1022193077945477
214,-0.08622546125703826
215,2.081228078022982
216,1.7693001426825186
217,-0.9614061255551386
218,-0.4819283278032262
219,-0.6993866598691493
220,1.3753797214811334
221,0.43959591545974297
222,-0.9043678745214538
223,-1.1022193077945477
224,0.1918360125321749
225,0.03854571287914712
226,-0.5728330403881612
227,-0.02205742884414292
228,0.2898705064963205
229,-0.14861104832513095
230,-0.670867534352307
231,-0.4177602953903308
232,-1.1022193077945477
233,1.9421973411283757
234,-1.1022193077945477
235,0.23104981011783313
236,0.7550887414898118
237,0.09558396391283187
238,1.3753797214811334
239,0.17579400442895105
240,1.0723640128646832
241,1.6730480940631756
242,-1.1022193077945477
243,1.1204900371743547
244,-0.3749816071150673
245,0.37542788304684765
246,-1.1022193077945477
247,-0.863371631590993
248,-1.1022193077945477
249,0.2078780206353987
250,0.24352692753145166
251,1.1507916080359997
252,0.6873558183873111
253,0.9458103933836951
254,-1.1022193077945477
255,0.13479776149849013
256,-1.1022193077945477
257,-0.4587565383207918
258,-1.1022193077945477
259,-1.1022193077945477
260,-1.1022193077945477
261,-0.9043678745214538
262,0.11697330805046365
263,-0.695821769179544
264,-0.5496612509057268
265,-0.7795967003852684
266,0.37542788304684765
267,-0.02205742884414292
268,-0.10761480539467004
269,0.12766798011927954
270,0.2898705064963205
271,1.7996017135441635
272,0.8014323204546806
273,0.17579400442895105
274,-1.1022193077945477
275,1.5839258268230432
276,-0.2020844086692104
277,0.18648867649776693
278,-0.4747985464240156
279,0.36473321097803174
280,-1.1022193077945477
281,-1.1022193077945477
282,-0.12543925884269652
283,-0.3090311293573693
284,-0.45162675694158116
285,-0.05414144505059059
286,0.626752676664021
287,1.0260204338998142
288,-1.1022193077945477
289,-0.3464624815982249
290,0.2898705064963205
291,-0.4266725221143441
292,-1.1022193077945477
293,-0.695821769179544
294,0.7675658589034303
295,0.17579400442895105
296,-1.1022193077945477
297,0.11697330805046365
298,-0.695821769179544
299,0.18114134046335897
300,0.09736640925763451
301,0.4627677049421774
302,-0.6548255262490831
303,-0.03631699160256411
304,0.43959591545974297
305,-0.9738832429687571
306,-0.07731323453302502
307,-0.5443139148713189
308,0.1918360125321749
309,-0.1468286029803283
310,0.14905732425691132
311,-1.1022193077945477
312,-0.6263064007322406
313,0.46455015028698005
314,-1.1022193077945477
315,-0.02205742884414292
316,-0.863371631590993
317,0.4574203689077695
318,-0.6744324250419121
319,-1.0077497045200074
320,-0.22347375280684217
321,1.1204900371743547
322,2.694389276635093
323,-0.9578412348655333
324,-0.02205742884414292
325,-1.1022193077945477
326,0.11697330805046365
327,0.37542788304684765
328,-1.1022193077945477
329,1.5019333409621214
330,-1.1022193077945477
331,3.870803204204841
332,1.396769065618765
333,0.3023476239099391
334,-1.1022193077945477
335,0.9903715270037613
336,0.07419461977520009
337,1.1276198185535653
338,0.17579400442895105
339,0.8121269925234965
340,0.20609557529059605
341,-0.2822944491853296
342,0.2987827332203338
343,1.7389985718208736
344,-0.5318367974577003
345,-1.1022193077945477
346,0.6356649033880343
347,0.37542788304684765
348,-0.4944054452168447
349,2.8298551228400943
350,-1.1022193077945477
351,0.37542788304684765
352,0.06884728374079215
353,0.7123100532145482
354,-1.1022193077945477
355,0.3094774052891497
356,-1.1022193077945477
357,1.660570976649557
358,-0.6762148703867148
359,0.37542788304684765
360,-0.8722838583150061
361,0.11697330805046365
362,-0.6013521659050036
363,-0.4587565383207918
364,0.7550887414898118
365,-0.8954556477974406
366,-1.1022193077945477
367,-1.1022193077945477
368,0.7336993973521799
369,0.4431608061493483
370,0.8014323204546806
371,-1.0077497045200074
372,0.4253363527013218
373,-0.49618789056164736
374,1.9047659888875201
375,-1.1022193077945477
376,-1.1022193077945477
377,-0.9150625465902698
378,-1.1022193077945477
379,-1.1022193077945477
380,-0.02205742884414292
381,0.23104981011783313
382,-0.24842798763407925
383,0.11697330805046365
384,0.42711879804612446
385,0.14192754287770074
386,0.14905732425691132
387,-1.1022193077945477
388,0.13479776149849013
389,-1.1022193077945477
390,0.14905732425691132
391,-0.03453454625776146
392,-1.1022193077945477
393,-0.4658863197000023
394,0.3059125145995444
395,0.11697330805046365
396,-1.1022193077945477
397,-1.1022193077945477
398,0.5857564337335601
399,-0.11652703211868327
400,-0.23416842487565806
401,-0.5496612509057268
402,0.769348304248233
403,1.1204900371743547
404,-1.1022193077945477
405,0.17579400442895105
406,0.4289012433909271
407,0.11697330805046365
408,1.5019333409621214
409,0.49663416649342773
410,0.2898705064963205
411,0.37542788304684765
412,0.7550887414898118
413,-0.6940393238347413
414,-0.6940393238347413
415,-0.8491120688325717
416,0.7550887414898118
417,1.0028486444173799
418,0.43959591545974297
419,0.8406461180403388
420,-1.1022193077945477
421,0.11697330805046365
422,-1.0077497045200074
423,-0.007797866085721734
424,-1.1022193077945477
425,-1.1022193077945477
426,-1.1022193077945477
427,-0.695821769179544
428,2.4091980214666697
429,0.5786266523543495
430,-0.1949546272899998
431,-1.1022193077945477
432,0.4021645632188874
433,3.3182451473160204
434,1.4662844340660683
435,-0.7457302388340181
436,0.9083790411428395
437,-0.7902913724540843
438,0.2845231704619126
439,-0.12187436815309122
440,1.1204900371743547
441,3.617695965242865
442,-0.3339853641846064
443,0.11697330805046365
444,-1.1022193077945477
445,0.11697330805046365
446,0.7247871706281667
