,titleErrorDist,company_profileErrorDist,descriptionErrorDist,requirementsErrorDist,benefitsErrorDist
0,1.165218267619012,-0.8374706765788049,0.22906958071014882,-0.24210694898291196,-0.5049970450481834
1,-0.2758995212957811,-0.7111903048800421,-0.19326154968536788,-0.3678556329468033,-0.47623887269222664
2,1.165218267619012,-0.1850220894685299,0.4978257545982049,2.272866730294915,-0.21741532148861598
3,0.7534703279290711,-0.0797884463862275,0.09469149376612078,-0.053483923037074964,0.0989245744269082
4,-0.07002555145081066,-0.8374706765788049,-0.3228404192385378,0.16657627389973487,-0.27493166620052945
5,-0.07002555145081066,1.372435828149546,-0.13567094099507016,0.4023550563320311,1.4218005028009184
6,-0.4817734911407515,-0.3113024611672928,-0.3804310279288355,1.1096914036289198,-0.5049970450481834
7,-0.4817734911407515,-0.12188190361914847,-0.2796474627208145,0.5281037402959224,0.6740880215460431
8,-0.4817734911407515,0.2569592114771403,-0.03968659317790726,-0.1792326070009663,1.1054606068853943
9,-0.2758995212957811,-0.24816227531791138,-0.054084245350481695,-0.08492109402804779,-0.5049970450481834
10,-0.2758995212957811,-0.8374706765788049,-0.30844276706596335,-0.7765388558294501,-0.5049970450481834
11,0.3417223882391302,-0.39548937563313474,-0.12607250621335386,-0.13207685051450704,-0.38996435562435644
12,-0.4817734911407515,-0.8374706765788049,-0.16926546273107715,0.41807364182751755,-0.5049970450481834
13,0.5475963580841007,-0.8374706765788049,-0.010891288832758394,-0.7765388558294501,-0.5049970450481834
14,-0.4817734911407515,-0.8374706765788049,-0.3228404192385378,-0.5407600733971539,-0.10238263206478901
15,2.606336056533805,-0.1850220894685299,-0.22685607142137487,-0.6822273428565316,-0.4474807003362699
16,0.1358484183941598,-0.8374706765788049,1.2848974066989407,-0.4621671459197218,-0.5049970450481834
17,-0.6876474609857219,-0.43758283286605576,-0.010891288832758394,-0.7765388558294501,-0.5049970450481834
18,0.1358484183941598,-0.8374706765788049,-0.22205685403051673,-0.5407600733971539,-0.27493166620052945
19,0.5475963580841007,-0.0797884463862275,0.20027427636499995,2.209992388312969,0.24271543620669192
