,titleRatio,company_profileRatio,descriptionRatio,requirementsRatio,benefitsRatio
0,0.11043204826446346,1.2988091738405134,-0.884298669475653,-0.6763679994252748,0.5702827055379192
1,0.11043204826446346,-0.7511146117569467,-1.4501541724660385,-1.3436424561976679,0.00996537533580985
2,0.027445566492176904,0.12742415349910755,-0.3184431664852677,-0.1425484340073604,-1.8951135473513618
3,-1.1343651783198347,-0.16542210158624387,0.4360308375019128,0.25781624005607545,-0.32622502278545573
4,-0.1385273970523962,1.2988091738405134,0.4360308375019128,0.25781624005607545,-2.1192404794322055
5,-1.1343651783198347,-2.801038397354407,0.6246493384987079,-0.9432777821342321,-0.10209809070461201
6,-0.22151387882468274,-1.3368071219276496,0.24741233650511765,0.3912711314105541,0.5702827055379192
7,0.4423779753536097,-1.0439608668422982,0.4360308375019128,0.3912711314105541,-0.21416155674503387
8,0.3593914935813231,0.12742415349910755,0.4360308375019128,-0.1425484340073604,-0.21416155674503387
9,0.3593914935813231,0.42027040858445897,0.24741233650511765,0.25781624005607545,0.5702827055379192
10,0.19341853003675,1.2988091738405134,0.4360308375019128,0.9250906968284686,0.5702827055379192
11,0.6913374206704693,-0.4582683566715953,-0.1298246654884726,-2.678191369742454,0.12202884137623171
12,0.4423779753536097,1.2988091738405134,0.24741233650511765,-0.5429131080707963,0.5702827055379192
13,0.5253644571258962,1.2988091738405134,0.24741233650511765,0.9250906968284686,0.5702827055379192
14,0.6083509388981828,1.2988091738405134,0.4360308375019128,0.6581809141195113,0.12202884137623171
15,-0.6364462876861156,0.42027040858445897,0.24741233650511765,0.12436134870159683,-0.43828848882587756
16,0.027445566492176904,1.2988091738405134,-0.1298246654884726,-0.009093542652881781,0.5702827055379192
17,0.6083509388981828,-1.0439608668422982,-1.0729171704724483,0.9250906968284686,0.5702827055379192
18,-0.05554091528010965,1.2988091738405134,0.24741233650511765,0.12436134870159683,-0.32622502278545573
19,-0.05554091528010965,-0.16542210158624387,-2.0160096754564236,-0.009093542652881781,-0.21416155674503387
20,-0.1385273970523962,-0.16542210158624387,0.4360308375019128,-0.276003325361839,-1.1106692850684088
21,0.5253644571258962,-0.4582683566715953,0.058793835508322526,0.9250906968284686,-0.43828848882587756
22,0.3593914935813231,-0.4582683566715953,0.6246493384987079,0.3912711314105541,-0.886542352987565
23,0.11043204826446346,1.2988091738405134,0.4360308375019128,0.25781624005607545,0.5702827055379192
24,0.27640501180903654,0.7131166636698104,-4.279431687417965,-2.4112815870334967,-3.2398751398364243
25,0.5253644571258962,-1.0439608668422982,0.24741233650511765,0.12436134870159683,-0.7744788869471432
26,-1.300338141864408,-1.3368071219276496,0.24741233650511765,0.9250906968284686,0.5702827055379192
27,0.4423779753536097,-0.16542210158624387,0.24741233650511765,0.25781624005607545,0.12202884137623171
